Dokument ID,Jahr_ED,Gattungslabel_ED_normalisiert,Medium_ED,Medientyp_ED,seriell,Gender
00728-02,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5 / Jg. 2.,Familienblatt,True,m
00729-00,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.,Familienblatt,True,f
00729-01,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.,Familienblatt,True,m
00729-02,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.,Familienblatt,True,m
00730-00,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 17,Familienblatt,True,m
00730-01,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 17,Familienblatt,True,m
00730-02,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 18,Familienblatt,True,m
00730-03,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 19,Familienblatt,True,m
00730-04,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 20,Familienblatt,True,m
00730-05,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 21,Familienblatt,True,m
00731-00,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 12,Familienblatt,True,m
00731-01,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 12,Familienblatt,True,m
00731-02,1865,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 13,Familienblatt,True,
00732-00,1865,M,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 12,Familienblatt,True,m
00733-00,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 35,Familienblatt,True,m
00733-01,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 35,Familienblatt,True,m
00733-02,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 36,Familienblatt,True,m
00733-03,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 37,Familienblatt,True,m
00733-04,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 38,Familienblatt,True,m
00734-00,1865,0E,Die Gartenlaube. Illustriertes Familienblatt. Heft 17,Familienblatt,True,m
00734-01,1865,0E,Die Gartenlaube. Illustriertes Familienblatt. Heft 17,Familienblatt,True,m
00734-02,1865,0E,Die Gartenlaube. Illustriertes Familienblatt. Heft 18,Familienblatt,True,unbekannt
00734-03,1865,0E,Die Gartenlaube. Illustriertes Familienblatt. Heft 19,Familienblatt,True,unbekannt
00734-04,1865,0E,Die Gartenlaube. Illustriertes Familienblatt. Heft 20,Familienblatt,True,unbekannt
00734-05,1865,0E,Die Gartenlaube. Illustriertes Familienblatt. Heft 21,Familienblatt,True,unbekannt
00734-06,1865,0E,Die Gartenlaube. Illustriertes Familienblatt. Heft 22,Familienblatt,True,m
00735-00,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 27,Familienblatt,True,m
00735-01,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 27,Familienblatt,True,f
00735-02,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 28,Familienblatt,True,
00735-03,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 29,Familienblatt,True,m
00735-04,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 30,Familienblatt,True,m
00735-05,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 31,Familienblatt,True,m
00735-06,1865,N,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 32,Familienblatt,True,m
00736-00,1866,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5,Familienblatt,True,m
00737-00,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5,Familienblatt,True,m
00738-00,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen.,Familienblatt,True,m
00738-02,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5,Familienblatt,True,m
00739-04,1866,0E,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4,Familienblatt,True,m
00740-00,1866,0X_Essay,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,True,m
00741-00,1866,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,True,m
00742-01,1866,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5,Familienblatt,True,
00743-00,1866,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,True,m
00744-00,1866,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2,Familienblatt,True,m
00745-00,1866,0P,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,True,f
00746-00,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,True,m
00746-01,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,True,m
00746-02,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2,Familienblatt,True,m
00746-03,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3,Familienblatt,True,m
00746-04,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4,Familienblatt,True,m
00746-05,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5,Familienblatt,True,m
00746-06,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 6,Familienblatt,True,m
00746-07,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 7,Familienblatt,True,m
00746-08,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 8,Familienblatt,True,m
00746-09,1876,R,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 9,Familienblatt,True,m
00747-00,1876,0PB,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,True,m
00748-00,1876,0PE,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1,Familienblatt,True,m
00750-00,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-01,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-02,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-03,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-04,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-05,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-06,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-07,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-08,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-09,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-10,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-11,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-12,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-13,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-14,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-15,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-16,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-17,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-18,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-19,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-20,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-21,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-22,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-23,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-24,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-25,1870,0E,Die Gartenlaube.,Familienblatt,True,f
00750-26,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-27,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-28,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-29,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-30,1870,0E,Die Gartenlaube.,Familienblatt,True,unbekannt
00750-31,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-32,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00750-33,1870,0E,Die Gartenlaube.,Familienblatt,True,m
00749-00,1865,0E,Fliegende Blätter. Bd. XIII,Illustrierte,True,m
00749-01,1865,0E,Fliegende Blätter. Bd. XIII,Illustrierte,True,
00749-02,1865,0E,Fliegende Blätter. Bd. XIII,Illustrierte,True,m
00209-00,1881,0E,Westermanns illustrierte deutsche Monatshefte,Rundschau,True,f
00247-00,1861,0E,Westermanns illustrierte Deutsche Monatshefte,Rundschau,True,f
00329-00,1876,E,Westermanns illustrierte deutsche Monatshefte,Rundschau,True,
00385-00,1857,N,Westermanns illustrierte Deutsche Monatshefte,Rundschau,True,f
00479-00,1862,N,Westermanns illustrierte Deutsche Monatshefte,Rundschau,True,f
00481-00,1863,N,Westermanns illustrierte Deutsche Monatshefte,Rundschau,True,f
00487-00,1866,N,Westermanns illustrierte deutsche Monatshefte,Rundschau,True,m
00491-00,1874,N,Westermanns illustrierte Deutsche Monatshefte,Rundschau,True,m
00503-00,1868,N,Westermanns illustrierte Deutsche Monatshefte,Rundschau,True,m
00504-00,1882,N,Westermanns illustrierte Deutsche Monatshefte,Rundschau,True,m
00000-00,1897,E,Monatsblätter für deutsche Litteratur 2,Zeitschrift,True,m
00001-00,1897,E,Monatsblätter für deutsche Litteratur 2,Zeitschrift,True,m
00002-00,1897,E,Monatsblätter für deutsche Litteratur 2,Zeitschrift,True,m
00003-00,1897,XE,Monatsblätter für deutsche Litteratur 2,Zeitschrift,True,m
00004-00,1897,XE,Monatsblätter für deutsche Litteratur 2,Zeitschrift,True,
00005-00,1897,XE,Monatsblätter für deutsche Litteratur 2,Zeitschrift,True,
00006-00,1897,XE,Monatsblätter für deutsche Litteratur 2,Zeitschrift,True,f
00040-00,1827,N,Cottas Morgenblatt für gebildete Stände,Zeitschrift,True,m
00043-00,1818,0E,Erheiterungen. Eine Monatsschrift für gebildete Leser,Zeitschrift,True,f
00047-00,1842,XE,Cottas’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00048-00,1855,N,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00049-00,1871,0E,Westermanns illustrierte deutsche Monatshefte,Zeitschrift,True,m
00166-00,1827,N,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00167-00,1827,0E,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00168-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00169-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00170-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00171-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00172-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00173-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00174-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00175-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00176-00,1827,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,True,m
00201-00,1839,XE, Telegraph für Deutschland,Zeitschrift,True,m
00293-00,1815,0E,Der Freimuethige,Zeitschrift,True,m
00488-00,1819,0E,Der Freimüthige,Zeitschrift,True,m
00014-00,1827,N,Dresdner Morgenzeitung,Zeitung,True,m
00017-00,1822,N,Dresdener Merkur,Zeitung,True,m
00163-00,1819,0E,Der Feimüthige,Zeitung,True,m
00218-00,1810,0E,Allgemeine Musikalische Zeitung (Leipzig),Zeitung,True,m
00253-00,1899,0E,Neue Freie Presse Wien,Zeitung,True,m
00280-00,1849,E,Die Presse (Wien),Zeitung,True,m
00289-00,1882,E,Vossische Zeitung,Zeitung,True,m
00300-00,1813,E,Allgemeine Musikalische Zeitung (Leipzig),Zeitung,True,f
00310-00,1811,0E,Der Freimuethige,Zeitung,True,f
00485-00,1838,N,Pariser Tageszeitung,Zeitung,True,f
00494-00,1900,N,Wiener neue freie Presse,Zeitung,True,f
00200-00,1818,0E,Erzählungen,Anthologie,,m
00221-00,1915,0E,Die weißen Blätter,Zeitschrift,vermutlich,m
00252-00,1897,0E,Cosmopolis,Zeitschrift,vermutlich,m
00266-00,1850,0E,Cottas Morgenblatt,Zeitschrift,vermutlich,m
00268-00,1821,0E,Erheiterungen.  Eine Monatsschrift für gebildete Leser,Zeitschrift,vermutlich,m
00308-00,1810,E,(journal),Zeitschrift,vermutlich,f
00309-00,1810,E,(journal),Zeitschrift,vermutlich,m
00311-00,1807,E,(journal),Zeitschrift,vermutlich,m
00314-00,1808,E,(journal),Zeitschrift,vermutlich,m
00319-00,1811,E,(journal),Zeitschrift,vermutlich,m
00320-00,1908,E,(journal),Zeitschrift,vermutlich,m
00328-00,1888,E,(journal),Zeitschrift,vermutlich,
00335-00,1818,E,Erheiterungen.  Eine Monatsschrift für gebildete Leser,Zeitschrift,vermutlich,m
00338-00,1844,E,Schweizerisches Unterhaltungsblatt,Zeitschrift,vermutlich,f
00407-00,1878,N,Nord und Süd,Zeitschrift,vermutlich,f
00422-00,1856,N,(journal),Zeitschrift,vermutlich,m
00424-00,1819,E,"Der Erzähler.  Eine Unterhaltungszeitschrift für Gebildete (Berlin), 2. Bd.",Zeitschrift,vermutlich,m
00427-00,1888,N,Die Gesellschaft,Zeitschrift,vermutlich,m
00462-00,1875,N,(journal),Zeitschrift,vermutlich,m
00495-00,1925,N,Die Dame,Zeitschrift,vermutlich,m
00533-00,1920,N,(journal),Zeitschrift,vermutlich,m
00535-00,1927,N,(journal),Zeitschrift,vermutlich,m
00560-00,1804,R,Journal von neuen deutschen Original Romanen,Zeitschrift,vermutlich,m
00113-00,1899,0E,Neue Freie Presse Wien,Zeitung,vermutlich,m
00110-00,1843,XE,,(unbekannt),,f
00203-00,1806,0E,(Medium unbekannt),(unbekannt),,
00269-00,1904,0E,(unbekannt),(unbekannt),,m
00398-00,1894,N,(unbekannt),(unbekannt),,m
00536-00,1884,R,(unbekannt),(unbekannt),,m
00537-00,1890,R,(unbekannt),(unbekannt),,m
00540-00,1805,R,Roman/Monographie,(unbekannt),,m
00541-00,1904,R,Roman/Monographie,(unbekannt),,
00543-00,1868,R,Roman/Monographie,(unbekannt),,unbekannt
00544-00,1913,R,Roman/Monographie,(unbekannt),,m
00545-00,1894,R,Roman/Monographie,(unbekannt),,m
00546-00,1897,R,Roman/Monographie,(unbekannt),,m
00547-00,1855,R,Roman/Monographie,(unbekannt),,m
00548-00,1850,R,Roman/Monographie,(unbekannt),,m
00549-00,1796,R,Roman/Monographie,(unbekannt),,m
00550-00,1809,R,Roman/Monographie,(unbekannt),,m
00551-00,1821,R,Roman/Monographie,(unbekannt),,m
00552-00,1774,R,Roman/Monographie,(unbekannt),,m
00553-00,1835,R,Roman/Monographie,(unbekannt),,m
00554-00,1907,R,Roman/Monographie,(unbekannt),,m
00555-00,1787,R,Roman/Monographie,(unbekannt),,m
00556-00,1799,R,Roman/Monographie,(unbekannt),,m
00557-00,1855,R,Roman/Monographie,(unbekannt),,m
00558-00,1880,R,Roman/Monographie,(unbekannt),,m
00559-00,1886,R,Roman/Monographie,(unbekannt),,m
00561-00,1911,R,Roman/Monographie,(unbekannt),,m
00562-00,1915,R,Roman/Monographie,(unbekannt),,m
00564-00,1808,R,Roman/Monographie,(unbekannt),,m
00565-00,1863,R,Deutsche Romanzeitung,(unbekannt),,m
00566-00,1891,R,Roman/Monographie,(unbekannt),,m
00567-00,1875,R,Roman/Monographie,(unbekannt),,m
00568-00,1855,R,Roman/Monographie,(unbekannt),,m
00569-00,1786,R,Roman/Monographie,(unbekannt),,m
00570-00,1801,R,Roman/Monographie,(unbekannt),,
00571-00,1875,R,Roman/Monographie,(unbekannt),,m
00572-00,1827,R,Roman/Monographie,(unbekannt),,m
00573-00,1795,R,Roman/Monographie,(unbekannt),,m
00574-00,1798,R,Roman/Monographie,(unbekannt),,m
00575-00,1840,R,Roman/Monographie,(unbekannt),,m
00576-00,1832,R,Roman/Monographie,(unbekannt),,m
00578-00,1796,R,Roman/Monographie,(unbekannt),,m
00579-00,1795,R,Roman/Monographie,(unbekannt),,m
00628-00,1845,R,Roman/Monographie,(unbekannt),,m
00629-00,1854,R,Roman/Monographie,(unbekannt),,m
00630-00,1857,R,Roman/Monographie,(unbekannt),,m
00631-00,1858,R,Roman/Monographie,(unbekannt),,m
00632-00,1854,R,Roman/Monographie,(unbekannt),,m
00633-00,1846,R,Roman/Monographie,(unbekannt),,m
00634-00,1841,R,Roman/Monographie,(unbekannt),,m
00635-00,1843,R,Roman/Monographie,(unbekannt),,m
00636-00,1859,R,Roman/Monographie,(unbekannt),,f
00637-00,1848,R,Roman/Monographie,(unbekannt),,f
00639-00,1847,R,Roman/Monographie,(unbekannt),,f
00640-00,1856,R,Roman/Monographie,(unbekannt),,f
00642-00,1840,R,Roman/Monographie,(unbekannt),,m
00643-00,1846,R,Roman/Monographie,(unbekannt),,f
00644-00,1843,R,Roman/Monographie,(unbekannt),,m
00645-00,1845,R,Roman/Monographie,(unbekannt),,unbekannt
00646-00,1846,R,Roman/Monographie,(unbekannt),,m
00647-00,1846,R,Roman/Monographie,(unbekannt),,m
00648-00,1843,R,Roman/Monographie,(unbekannt),,m
00649-00,1844,R,Roman/Monographie,(unbekannt),,m
00650-00,1841,R,Roman/Monographie,(unbekannt),,m
00651-00,1858,R,Roman/Monographie,(unbekannt),,f
00652-00,1855,R,Roman/Monographie,(unbekannt),,m
00653-00,1879,R,Roman/Monographie,(unbekannt),,m
00654-00,1876,R,Roman/Monographie,(unbekannt),,m
00655-00,1871,R,Roman/Monographie,(unbekannt),,m
00656-00,1879,R,Roman/Monographie,(unbekannt),,m
00657-00,1864,R,Roman/Monographie,(unbekannt),,f
00658-00,1869,R,Roman/Monographie,(unbekannt),,m
00659-00,1876,R,Roman/Monographie,(unbekannt),,f
00660-00,1868,R,Roman/Monographie,(unbekannt),,m
00661-00,1879,R,Roman/Monographie,(unbekannt),,
00662-00,1878,R,Roman/Monographie,(unbekannt),,m
00664-00,1871,R,Roman/Monographie,(unbekannt),,m
00665-00,1863,R,Roman/Monographie,(unbekannt),,
00666-00,1861,R,Roman/Monographie,(unbekannt),,
00667-00,1866,R,Roman/Monographie,(unbekannt),,m
00668-00,1867,R,Roman/Monographie,(unbekannt),,m
00669-00,1865,R,Roman/Monographie,(unbekannt),,m
00670-00,1869,R,Roman/Monographie,(unbekannt),,m
00671-00,1876,R,Roman/Monographie,(unbekannt),,m
00672-00,1865,R,Roman/Monographie,(unbekannt),,m
00674-00,1862,R,Roman/Monographie,(unbekannt),,m
00675-00,1872,R,Roman/Monographie,(unbekannt),,m
00676-00,1863,R,Roman/Monographie,(unbekannt),,m
00677-00,1867,R,Roman/Monographie,(unbekannt),,m
00678-00,1885,R,Roman/Monographie,(unbekannt),,
00679-00,1880,R,Roman/Monographie,(unbekannt),,m
00680-00,1884,R,Roman/Monographie,(unbekannt),,m
00681-00,1899,R,Roman/Monographie,(unbekannt),,m
00682-00,1890,R,Roman/Monographie,(unbekannt),,m
00683-00,1889,R,Roman/Monographie,(unbekannt),,m
00684-00,1896,R,Roman/Monographie,(unbekannt),,
00685-00,1880,R,Roman/Monographie,(unbekannt),,m
00686-00,1887,R,Roman/Monographie,(unbekannt),,unbekannt
00687-00,1897,R,Roman/Monographie,(unbekannt),,f
00688-00,1888,R,Roman/Monographie,(unbekannt),,m
00689-00,1895,R,Roman/Monographie,(unbekannt),,m
00690-00,1894,R,Roman/Monographie,(unbekannt),,
00691-00,1892,R,Roman/Monographie,(unbekannt),,m
00692-00,1897,R,Roman/Monographie,(unbekannt),,
00694-00,1895,R,Roman/Monographie,(unbekannt),,f
00695-00,1898,R,Roman/Monographie,(unbekannt),,f
00696-00,1888,R,Roman/Monographie,(unbekannt),,m
00698-00,1887,R,Roman/Monographie,(unbekannt),,m
00699-00,1887,R,Roman/Monographie,(unbekannt),,m
00700-00,1899,R,Roman/Monographie,(unbekannt),,m
00701-00,1889,R,Roman/Monographie,(unbekannt),,m
00702-00,1896,R,Roman/Monographie,(unbekannt),,m
00703-00,1907,R,Roman/Monographie,(unbekannt),,m
00704-00,1903,R,Roman/Monographie,(unbekannt),,f
00705-00,1919,R,Roman/Monographie,(unbekannt),,m
00706-00,1910,R,Roman/Monographie,(unbekannt),,m
00707-00,1907,R,Roman/Monographie,(unbekannt),,m
00708-00,1904,R,Roman/Monographie,(unbekannt),,m
00709-00,1915,R,Roman/Monographie,(unbekannt),,m
00710-00,1913,R,Roman/Monographie,(unbekannt),,m
00711-00,1909,R,Roman/Monographie,(unbekannt),,m
00712-00,1914,R,Roman/Monographie,(unbekannt),,m
00713-00,1905,R,Roman/Monographie,(unbekannt),,m
00714-00,1903,R,Roman/Monographie,(unbekannt),,m
00715-00,1906,R,Roman/Monographie,(unbekannt),,m
00716-00,1909,R,Roman/Monographie,(unbekannt),,m
00717-00,1912,R,Roman/Monographie,(unbekannt),,m
00719-00,1917,R,Roman/Monographie,(unbekannt),,m
00720-00,1920,R,Roman/Monographie,(unbekannt),,m
00722-00,1918,R,Roman/Monographie,(unbekannt),,unbekannt
00724-00,1911,R,Roman/Monographie,(unbekannt),,unbekannt
00725-00,1913,R,Roman/Monographie,(unbekannt),,unbekannt
00726-00,1914,R,Roman/Monographie,(unbekannt),,unbekannt
00727-00,1903,R,Roman/Monographie,(unbekannt),,m
00112-00,1877,XE,Die Juden von Barnow,Anthologie,,m
00165-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,unbekannt
00204-00,1884,0E,Unsere Nachbarn,Anthologie,,unbekannt
00211-00,1842,0E,Geschichten und Sagen aus der Schweiz,Anthologie,,unbekannt
00214-00,1895,E,Erzählungen,Anthologie,,m
00215-00,1905,XE,Der Tag Anderer,Anthologie,,m
00216-00,1905,0E,Der Tag Anderer,Anthologie,,unbekannt
00217-00,1816,0E,Nachtstücke (1),Anthologie,,unbekannt
00219-00,1899,0E,Papa Hamlet,Anthologie,,unbekannt
00223-00,1874,0E,Die Leute von Seldwyla,Anthologie,,unbekannt
00224-00,1903,0E,Anthologie,Anthologie,,m
00226-00,1851,0E,Leopold Kompert: Böhmische Juden (Erzählungen),Anthologie,,f
00227-00,1859,0E,Hermann Kurz: Neun Bücher. Denk- und Glaubwürdigkeiten,Anthologie,,m
00229-00,1919,0E,Anthologie,Anthologie,,m
00254-00,1853,0E,Bunte Steine,Anthologie,,m
00256-00,1917,0E,Anthologie,Anthologie,,m
00258-00,1809,N,Der Winterabend. Novellen.,Anthologie,,m
00259-00,1809,N,Der Winterabend. Novellen.,Anthologie,,m
00260-00,1809,N,Der Winterabend. Novellen.,Anthologie,,m
00261-00,1809,N,Der Winterabend. Novellen.,Anthologie,,f
00262-00,1809,N,Der Winterabend. Novellen.,Anthologie,,f
00263-00,1809,N,Der Winterabend. Novellen.,Anthologie,,f
00274-00,1853,XE,Schwarzwälder Dorfgeschichten,Anthologie,,f
00275-00,1843,XE,Schwarzwälder Dorfgeschichten,Anthologie,,f
00276-00,1843,XE,Schwarzwälder Dorfgeschichten,Anthologie,,f
00281-00,1822,E,Anthologie,Anthologie,,f
00292-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00294-00,1814,E,Anthologie,Anthologie,,m
00296-00,1817,E,Nachstücke,Anthologie,,m
00297-00,1817,E,Nachtstücke,Anthologie,,m
00298-00,1817,E,Nachtstücke,Anthologie,,m
00299-00,1817,E,Nachtstücke,Anthologie,,m
00301-00,1818,XE,Der Wintergarten,Anthologie,,m
00302-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00304-00,1823,E,Anthologie,Anthologie,,m
00306-00,1856,E,Die Leute von Seldwyla,Anthologie,,unbekannt
00312-00,1811,E,Anthologie,Anthologie,,unbekannt
00313-00,1810,E,Anthologie,Anthologie,,m
00316-00,1811,E,Anthologie,Anthologie,,unbekannt
00321-00,1911,E,Anthologie,Anthologie,,unbekannt
00322-00,1911,E,Anthologie,Anthologie,,unbekannt
00336-00,1929,E,Anthologie,Anthologie,,unbekannt
00345-00,1880,M,Anthologie,Anthologie,,m
00346-00,1802,M,Anthologie,Anthologie,,m
00348-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00350-00,1812,M,grimm_khm,Anthologie,,m
00351-00,1812,M,grimm_khm,Anthologie,,m
00352-00,1812,M,grimm_khm,Anthologie,,m
00353-00,1812,M,grimm_khm,Anthologie,,m
00354-00,1812,M,grimm_khm,Anthologie,,unbekannt
00355-00,1812,M,grimm_khm,Anthologie,,unbekannt
00356-00,1812,M,grimm_khm,Anthologie,,m
00357-00,1812,M,grimm_khm,Anthologie,,m
00358-00,1812,M,grimm_khm,Anthologie,,m
00359-00,1812,M,grimm_khm,Anthologie,,f
00360-00,1812,M,grimm_khm,Anthologie,,m
00361-00,1812,M,grimm_khm,Anthologie,,m
00362-00,1812,M,grimm_khm,Anthologie,,m
00363-00,1812,M,grimm_khm,Anthologie,,m
00364-00,1812,M,grimm_khm,Anthologie,,m
00365-00,1812,M,grimm_khm,Anthologie,,f
00366-00,1814,M,Fantasiestücke,Anthologie,,m
00367-00,1836,M,Anthologie,Anthologie,,f
00370-00,1822,M,Anthologie,Anthologie,,m
00371-00,1822,M,Anthologie,Anthologie,,
00372-00,1822,M,Anthologie,Anthologie,,f
00373-00,1822,M,Anthologie,Anthologie,,m
00374-00,1822,M,Anthologie,Anthologie,,m
00375-00,1822,M,Anthologie,Anthologie,,f
00376-00,1822,M,Anthologie,Anthologie,,m
00377-00,1822,M,Anthologie,Anthologie,,f
00378-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,f
00379-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,f
00380-00,1797,M,Anthologie,Anthologie,,m
00381-00,1825,N,Anthologie,Anthologie,,m
00382-00,1830,N,Anthologie,Anthologie,,m
00383-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00386-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,f
00387-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,f
00388-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00399-00,1897,N,Mütter,Anthologie,,m
00400-00,1897,N,Mütter,Anthologie,,m
00401-00,1897,N,Mütter,Anthologie,,m
00402-00,1826,N,Anthologie,Anthologie,,f
00404-00,1832,N,Anthologie,Anthologie,,m
00408-00,1877,N,Anthologie,Anthologie,,m
00409-00,1869,N,Anthologie,Anthologie,,
00412-00,1856,N,Anthologie,Anthologie,,f
00413-00,1862,N,Anthologie,Anthologie,,m
00416-00,1858,N,Anthologie,Anthologie,,m
00417-00,1874,N,Anthologie,Anthologie,,f
00419-00,1856,N,Anthologie,Anthologie,,f
00426-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00435-00,1855,N,Anthologie,Anthologie,,m
00437-00,1875,N,Anthologie,Anthologie,,m
00438-00,1830,N,Miscellen,Anthologie,,m
00439-00,1906,N,Anthologie,Anthologie,,
00440-00,1906,N,Anthologie,Anthologie,,f
00441-00,1900,N,Anthologie,Anthologie,,m
00442-00,1900,N,Anthologie,Anthologie,,m
00447-00,1847,N,Anthologie,Anthologie,,m
00448-00,1849,N,Anthologie,Anthologie,,m
