Dokument ID,Jahr_ED,Gattungslabel_ED_normalisiert,Medium_ED,Medientyp_ED,seriell,Gender
00451-00,1829,N,Anthologie,Anthologie,,f
00452-00,1857,N,Anthologie,Anthologie,,m
00455-00,1835,N,Anthologie,Anthologie,,m
00456-00,1855,N,Anthologie,Anthologie,,m
00458-00,1867,N,Anthologie,Anthologie,,m
00464-00,1873,N,Anthologie,Anthologie,,f
00467-00,1907,N,Anthologie,Anthologie,,f
00471-00,1924,N,Drei Frauen,Anthologie,,m
00472-00,1924,N,Drei Frauen,Anthologie,,f
00473-00,1924,N,Drei Frauen,Anthologie,,m
00489-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00510-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,f
00511-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,f
00512-00,1809,N,Der Wintergarten. Novellen.,Anthologie,,m
00513-00,1812,E,(Anthologie ohne eigenen Titel),Anthologie,,
00515-00,1812,XE,(Anthologie ohne eigenen Titel),Anthologie,,m
00528-00,1865,N,Anthologie,Anthologie,,m
00418-00,1850,N,Jahrbuch,Jahrbuch,,m
00305-00,1860,E,Auerbachs Volkskalender,Kalender,,
00476-00,1819,0E,Berlinischer Taschenkalender,Kalender,,m
00520-00,1801,0E,Damenkalender auf das Jahr 1802,Kalender,,m
00522-00,1803,0E,Damenkalender auf das Jahr 1804,Kalender,,f
00527-00,1872,N,Kalender,Kalender,,f
00202-00,1891,0E,Eduards Traum (Buchtitel gleich Werktitel),Monographie,,f
00206-00,1903,0R,Agave (Buchtitel gleich Werktitel),Monographie,,m
00236-00,1906,0E,Monographie,Monographie,,f
00264-00,1796,0E,Roman/Monographie,Monographie,,m
00285-00,1813,E,Monographie,Monographie,,m
00307-00,1914,E,(Buch),Monographie,,m
00415-00,1828,N,Roman/Monographie,Monographie,,m
00425-00,1827,N,Monographie,Monographie,,f
00469-00,1832,N,Monographie,Monographie,,m
00521-00,1836,N,Roman/Monographie,Monographie,,m
00534-00,1942,N,Roman/Monographie,Monographie,,m
00538-00,1836,R,Roman/Monographie,Monographie,,f
00539-00,1815,R,Roman/Monographie,Monographie,,f
00577-00,1799,R,Roman/Monographie,Monographie,,m
00611-00,1820,R,[als Buch],Monographie,,m
00721-00,1907,R,Roman/Monographie,Monographie,,f
00207-00,1866,0E,Werke aus dem Nachlss,Nachlass,,m
00349-00,1829,M,"Fassung der Wanderjahre, 2. Aufl. (Roman)",Roman,,m
00368-00,1802,M,Roman/Monographie,Roman,,f
00369-00,1802,M,Roman/Monographie,Roman,,m
00580-00,1829,0E,Wilhelm Meisters Wanderjahre,Roman,,m
00222-00,1922,0E,Die neue Rundschau,Rundschau,,m 
00235-00,1828,0E,Die neue Rundschau,Rundschau,,m
00444-00,1876,N,Deutsche Rundschau,Rundschau,,f
00445-00,1876,N,Deutsche Rundschau,Rundschau,,f
00446-00,1876,N,Deutsche Rundschau,Rundschau,,f
00465-00,1883,N,Deutsche Rundschau,Rundschau,,m
00466-00,1887,N,Deutsche Rundschau,Rundschau,,m
00493-00,1924,N,Die neue Rundschau,Rundschau,,m
00502-00,1876,N,Deutsche Rundschau,Rundschau,,unbekannt
00505-00,1888,N,Deutsche Rundschau,Rundschau,,unbekannt
00506-00,1883,N,Deutsche Rundschau,Rundschau,,unbekannt
00718-00,1918,0E,Die neue Rundschau,Rundschau,,m
00245-00,1828,0E,Pantheon,Sammlung,,m
00287-00,1812,E,None,Sammlung,,m
00326-00,1829,E,Pantheon. Bd. 6,Sammlung,,m
00327-00,1829,E,Pantheon. Bd. 7,Sammlung,,m
00475-00,1828,N,Pantheon,Sammlung,,m
00490-00,1830,N,Deutscher Novellenschatz (Heyse),Sammlung,,m
00531-00,1864,N,Deutscher Novellenschatz (Heyse),Sammlung,,m
00595-00,1829,N,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.4,Sammlung,,m
00596-00,1830,N,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.15,Sammlung,,m
00597-00,1828,E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 2,Sammlung,,m
00598-00,1828,E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 3,Sammlung,,m
00599-00,1830,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.22,Sammlung,,m
00600-00,1829,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.9,Sammlung,,m
00601-00,1830,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.11,Sammlung,,m
00602-00,1830,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.14,Sammlung,,m
00603-00,1830,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.17,Sammlung,,m
00604-00,1830,N,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd.23,Sammlung,,m
00606-00,1830,0E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 20,Sammlung,,m
00607-00,1830,0E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 20,Sammlung,,m
00608-00,1829,E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 4,Sammlung,,m
00609-00,1830,E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 11,Sammlung,,m
00610-00,1829,E,Pantheon. Eine Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa's. Bd. 3,Sammlung,,
00205-00,1884,0E,Werke Bd. 4,Werke,,
00225-00,1916,0E,(Werke),Werke,,
00234-00,1860,0E,Erzählungen aus dem Ries,Werke,,
00267-00,1865,0E,Hermine Wild: Erzählungen aus der Frauenwelt. 2 Bände,Werke,,
00270-00,1937,0E,(unbekannt),Werke,,
00347-00,1808,M,Werke,Werke,,
00397-00,1872,N,Werke,Werke,,
00421-00,1856,N,Werke,Werke,,m
00423-00,1866,N,Werke,Werke,,
00428-00,1841,N,Werke,Werke,,m
00429-00,1853,N,Werke,Werke,,m
00430-00,1857,N,Werke,Werke,,f
00431-00,1869,N,Werke,Werke,,m
00432-00,1867,N,Werke,Werke,,
00433-00,1857,N,Werke,Werke,,m
00434-00,1864,N,Werke,Werke,,m
00436-00,1862,N,Werke,Werke,,m
00449-00,1836,N,Werke,Werke,,f
00450-00,1872,N,Werke,Werke,,f
00453-00,1852,N,Werke,Werke,,f
00457-00,1872,N,Werke,Werke,,f
00460-00,1868,N,Werke,Werke,,f
00463-00,1865,N,Werke,Werke,,f
00470-00,1828,N,Werke,Werke,,f
00478-00,1867,N,Werke,Werke,,f
00480-00,1859,N,Werke,Werke,,f
00483-00,1862,N,Werke,Werke,,f
00492-00,1861,N,Werke,Werke,,
00508-00,1852,N,Werke,Werke,,m
00523-00,1848,N,Werke,Werke,,
00525-00,1860,N,Werke,Werke,,
00526-00,1864,N,Werke,Werke,,
00529-00,1870,N,Werke,Werke,,f
00530-00,1865,N,Werke,Werke,,f
00532-00,1860,N,Deutscher Novellenschatz (Heyse),Werke,,f
00231-00,1905,0E,Der Simplicissimus,Zeitschrift,,f
00249-00,1798,0E,Thalia,Zeitschrift,,f
00250-00,1786,0E,(journal),Zeitschrift,,f
00111-00,1845,0E,"Die Gegenwart. Politisch-literarisches Tagblatt (Nr. 67, 68)",Zeitung,,f
00581-00,1795,0E,Unterhaltungen,Zyklus,,f
00582-00,1795,0E,Zyklus,Zyklus,,f
00583-00,1795,0E,Zyklus,Zyklus,,f
00584-00,1795,0E,Zyklus,Zyklus,,f
00585-00,1795,0E,Zyklus,Zyklus,,f
00586-00,1795,0E,Zyklus,Zyklus,,f
00587-00,1805,0E,Hexameron von Rosenhain,Zyklus,,f
00588-00,1805,0E,Hexameron von Rosenhain,Zyklus,,f
00589-00,1805,0E,Hexameron von Rosenhain,Zyklus,,f
00590-00,1805,0E,Hexameron von Rosenhain,Zyklus,,f
00591-00,1805,0E,Hexameron von Rosenhain,Zyklus,,f
00592-00,1795,M,Unterhaltungen,Zyklus,,f
00593-00,1805,M,Hexameron von Rosenhain,Zyklus,,f
00594-00,1805,N,Hexameron von Rosenhain,Zyklus,,f
00723-00,1819,E,"Die Serapionsbrüder, Bd.1",Zyklus,,f
00109-00,,,,,,f
00114-00,,,,,,f
00116-00,,,,,,f
00315-00,,,,,,f
00468-00,,,,,,f
00474-00,,,,,,f
00500-00,,,,,,f
00641-00,,,,,,f
00663-00,,,,,,f
00673-00,,,,,,f
00693-00,,,,,,f
00697-00,,,,,,f
