,rom_setting,length,danger,fear,density,centralization,fraction_dirspeech,fraction_indirspeech,fraction_fid
00153-00,0.081012405850597,0.03252499560901335,0.0985144644253145,0.21307353975580126,0.5147783251231527,0.6253968253968255,0.3053051864922745,0.37628175240753076,0.1139499745139444
00236-00,0.047108637906071026,0.0670216432722821,0.0459770114942531,0.3129844447975701,0.6666666666666666,0.44999999999999996,0.28668054132482146,0.2905299660144553,0.12302529303374046
00606-00,0.4054760190826736,0.016812526659561854,0.1587044534412776,0.3829480649514604,0.645320197044335,0.457142857142857,0.3115838508013818,0.46755931863822275,0.051424780317466355
00132-00,0.0,0.013474056201988027,0.0,0.0,0.0,0.0,0.31822326251862365,0.3598073370787591,0.13259931751671855
00601-00,0.46527181730182565,0.03700182110394027,0.0600000000000003,0.3588799283154119,0.7263157894736842,0.3649122807017543,0.28787229807864456,0.33369394591919266,0.06268858135720122
00155-00,0.07131184459927879,0.013764587650036382,0.0,0.0,0.0,0.0,0.41342154735093384,0.2833539291544989,0.030348769232573517
00644-00,0.0,0.04613111156011426,0.0,0.0,0.0,0.0,0.4360634354032904,0.2559736322935181,0.008072439814170393
00505-00,0.016713713577955966,0.05034909994677993,0.2769538154152129,0.30663453585289785,0.5015015015015015,0.6323809523809524,0.38265146500992864,0.13723532662449128,0.09602956611051969
00254-00,0.0,0.022920290056032955,0.1811346548188714,0.249009620826259,0.8214285714285714,0.2857142857142858,0.17758613410043247,0.2017326913462616,0.014577309683752033
00443-00,0.1963799352496995,0.01747150480763517,0.096297978650923,0.3321637576855792,0.8333333333333334,0.39999999999999997,0.49141112102621315,0.2946413677512967,0.12679134927586108
00410-00,0.0,0.012215526792942199,0.1199563794983192,0.4353470683192424,0.8571428571428571,0.22857142857142848,0.45976567236426014,0.28536143665185415,0.11985663419116013
00063-00,0.12584443164578613,0.0007844349097305585,0.0,0.0,0.0,0.0,0.19591722163120126,0.12509098471456773,0.0
00522-00,0.0,0.017549420059611773,0.1469265367315768,0.2925956376650384,1.0,0.0,0.3013424695935365,0.275238001987479,0.047564004470220245
00607-00,0.0,0.004505878639731761,0.2341040462426704,0.19741749021070296,0.0,0.0,0.4191868959818929,0.17601350127842014,0.0
00719-00,0.0,0.053185743357724774,0.0,0.0,0.0,0.0,0.31465778656430166,0.2031224072933605,0.08967424055504171
00583-00,0.13370970862364778,0.0011409962323353578,0.2999999999999374,0.17468140183193903,0.0,0.0,0.5529042376365678,0.7519278463345819,0.06404037343953747
00682-00,0.034505731257715555,0.07048821168649544,0.0,0.0,0.0,0.0,0.09211625373278773,0.15073342974035753,0.9315093158329117
00074-00,0.08720198388498766,0.035238823453283205,0.0,0.0,0.0,0.0,0.4287740349268893,0.3880581399745382,0.0009820079564346734
00147-00,0.0891398057490985,0.0272333614620599,0.0,0.0,0.0,0.0,0.07206323279263616,0.36924438066113396,0.21955574846665618
00210-00,0.0,0.013793640794841218,0.0,0.0,0.0,0.0,0.509821529103957,0.3162852368257041,0.09215339865353182
00573-00,0.32557531528775946,0.21268090534881604,0.0494864612511687,0.3488880104012925,0.5239240844693932,0.5847332421340629,0.6037437319539315,0.28882175130671306,0.03365592937947272
00394-00,0.048621712226780994,0.029074274364693564,0.0,0.0,0.0,0.0,0.44231740948978954,0.2003223420293248,0.14808590388942042
00630-00,0.02546851592831386,0.09853374060559959,0.0,0.0,0.0,0.0,0.5132396168328222,0.28111333751863254,0.04702265016003322
00711-00,0.026411794296029183,0.2221799631025061,0.0,0.0,0.0,0.0,0.4450228185245141,0.3337175441034162,0.09190098078250006
00469-00,0.05639140857500482,0.17385533910962678,0.0575689846051029,0.2640341919446809,0.4290296712109062,0.7012859097127223,0.37202604567613096,0.3821853973046891,0.0719017281483332
00605-00,0.23338710123194967,0.016635566595750585,0.0486908589802496,0.31245678179995146,0.6143790849673203,0.5205882352941177,0.42177390161399964,0.3623442805179922,0.05175409360262991
00302-00,0.0,0.0012492852266079266,0.3856749311294475,0.9999999999999999,0.0,0.0,0.4135616871869058,0.04768364169665135,0.015605275652690929
00281-00,0.0,0.0036210783206754066,0.0,0.0,0.0,0.0,0.1606430458592879,0.16802939628033903,0.020304167177301307
00232-00,0.06685485431182386,0.03396576747183496,0.0,0.0,0.0,0.0,0.31177749656706677,0.3322352198528396,0.2259781722227828
00180-00,0.13370970862364778,0.017108340497574724,0.0,0.0,0.0,0.0,0.6095382373363688,0.3289018359996046,0.0153832679487981
00718-00,0.33539124428157,0.04728267257237865,0.0573602575358505,0.2482907515972741,0.5165165165165165,0.6133333333333333,0.2781982155920333,0.4675504216818539,0.24829845866529407
00485-00,0.06553666369970496,0.01424132334433391,0.1389252948886022,0.23425323073887694,0.5606060606060606,0.6327272727272727,0.1597667930892759,0.21922723496712052,0.13030590109038692
00447-00,0.0,0.017406795530569855,0.1112627269864632,0.26599867270270894,0.6410256410256411,0.509090909090909,0.10479981726044545,0.22910609857304803,0.034847305381673
00233-00,0.097243424453562,0.02623498975876646,0.0,0.0,0.0,0.0,0.36200386727316863,0.2704438189398777,0.14128463098095478
00707-00,0.09557321662899271,0.03839901324955463,0.0759760816039449,0.24411369432814248,0.5211640211640212,0.6188034188034188,0.4443732019930595,0.11726619497181223,0.15617409611219554
00660-00,0.0,0.04220497521898808,0.0,0.0,0.0,0.0,0.2394924714704867,0.2910052627723734,0.39109302592483036
00137-00,0.11345066186248899,0.055436041482608396,0.0,0.0,0.0,0.0,0.37179234722493937,0.3199573063609521,0.03794678570914047
00725-00,0.04278710675956728,0.04409739142377578,0.0,0.0,0.0,0.0,0.45453603565008094,0.47449481824629636,0.03948230618626615
00340-00,0.008667599357243642,0.013331431672946108,0.1387512388502808,0.42531020102234,0.5753846153846154,0.552,0.24864485521336924,0.3493520814421747,0.058285007206887784
00734-00,0.0,0.027732547313706616,0.0,0.0,0.0,0.0,0.6558802602491594,0.2963721202633329,0.14331026964308788
00140-00,0.09438332373433958,0.04403532334169272,0.0,0.0,0.0,0.0,0.4359872132140849,0.35734114069298173,0.04258596446266221
00615-00,0.0,0.0029488941976908035,0.0866141732283143,0.2070280529449948,0.4640522875816993,0.7235294117647059,0.21484304765822193,0.2652814713394241,0.017104409071972988
00296-00,0.10696776689891821,0.01338953796255578,0.0,0.0,0.0,0.0,0.20609791347543716,0.5927839357016861,0.020314390414621727
00593-00,0.0,0.006448477549182353,0.2362869198311314,0.23903369478093814,0.4526315789473684,0.7298245614035087,0.3815248165150994,0.4328893101339032,0.027896933543393832
00239-00,0.0,0.009932213730780355,0.0,0.0,0.0,0.0,0.45554127053008897,0.38425473507967983,0.04870384387796543
00021-00,0.05942653716606567,0.09096671698143108,0.0,0.0,0.0,0.0,0.4186591373914645,0.4287193336009525,0.031821529687279755
00288-00,0.0,0.006976716545633907,0.0,0.0,0.0,0.0,0.2001151402325067,0.21166956516667246,0.0902455242253216
00035-00,0.0,0.01167936421154387,0.0,0.0,0.0,0.0,0.4712387445612976,0.2912227581653305,0.015650504160674428
00715-00,0.008626432814428896,0.04306996657567751,0.0,0.0,0.0,0.0,0.5760516269922721,0.28228366166805613,0.05142253497712679
00348-00,0.0,0.0007593435573991097,0.4520255863537913,0.11327769753383592,1.0,0.0,0.19957271524594766,0.07548103736754024,0.024702442027498113
00598-00,0.01725286562885777,0.026594192276353516,0.1483866452019367,0.28165527826509923,0.6466666666666666,0.4608695652173912,0.3428700952907169,0.34091760127895915,0.026716874685778005
00227-00,0.07428317145758208,0.03221993758856257,0.0,0.0,0.0,0.0,0.09109608854062881,0.4586712991858061,0.17392335619277352
00339-00,0.0025558305797000608,0.01105208040325765,0.3309692671394509,0.355642619283662,0.6368421052631579,0.48421052631578937,0.2937049982642044,0.25782620860378,0.0
00556-00,0.07327797559862544,0.06321436070535753,0.1083083210933046,0.3559490677318412,0.5390243902439025,0.5815384615384616,0.7136746696226057,0.21234951020913348,0.0648956546304913
00192-00,0.15640049718488722,0.00852577740272809,0.1789577187807041,0.3257485647223011,0.6,0.5866666666666667,0.377544229710523,0.33707758533030524,0.009074242669892416
00341-00,0.05263157894736842,0.029191807541404036,0.1910828025477413,0.2657299239125826,0.4539007092198581,0.6838112858464384,0.26288915573995064,0.15549724981691418,0.05638233054471571
00667-00,0.011142475718637308,0.13159753999099352,0.0,0.0,0.0,0.0,0.37577990235587355,0.35467383263260954,0.1503219655413458
00101-00,0.0891398057490985,0.008130918752880554,0.0,0.0,0.0,0.0,0.4336599955461248,0.2688054317742483,0.032292793643453624
00184-00,0.05593464632336257,0.040308597221727,0.0628930817609964,0.3017796157822022,0.4769230769230769,0.6607287449392713,0.5081471729224319,0.3758804193938895,0.026173022188332794
00248-00,0.0,0.012693583084730856,0.0,0.0,0.0,0.0,0.5187925219519279,0.1314673919672151,0.06499836197263337
00669-00,0.017069324505146526,0.24983459516423615,0.0,0.0,0.0,0.0,0.4705792253310801,0.3746786730595567,0.028454961040303584
00674-00,0.0,0.059407078138432955,0.0,0.0,0.0,0.0,0.35344083790660724,0.12934082978939532,0.13835097373049318
00524-00,0.05942653716606567,0.02312630326464906,0.0,0.0,0.0,0.0,0.4841956028267763,0.3440726978918679,0.024680239160828826
00334-00,0.10030628617182642,0.014817103850466105,0.0541062801932169,0.33846813152563476,0.9047619047619048,0.15999999999999995,0.321771945684511,0.13209301145450894,0.16740730820689176
00244-00,0.0,0.007433643277564502,0.0,0.0,0.0,0.0,0.22502207204330665,0.6150306748466255,0.31479270161477063
00399-00,0.04456990287454925,0.0141951024321444,0.0,0.0,0.0,0.0,0.3139288452678408,0.23723405434463332,0.47750616332348406
00090-00,0.07021402165136428,0.02650439164695675,0.1179005908932955,0.3009989622304193,0.638095238095238,0.5010989010989011,0.5131614130694222,0.3240434138480329,0.03675134953170078
00740-00,0.2674194172472955,0.002346701741736031,0.0,0.0,0.0,0.0,0.28002191639754626,0.4441739195577897,0.0
00731-00,0.04456990287454925,0.007747945480453177,0.0,0.0,0.0,0.0,0.41688922399221395,0.26774043609899134,0.02062500531499209
00767-00,0.041835052291844796,0.0017762036255683522,0.0,0.0,0.0,0.0,0.7193724349906157,0.0,0.0745574241687411
00286-00,0.04456990287454925,0.03258970488607866,0.0,0.0,0.0,0.0,0.4305505186778572,0.19207252024408697,0.0026144167421611186
00324-00,0.0,0.023688877795869968,0.3699825479928754,0.39925375468358026,0.5897435897435898,0.5818181818181818,0.35211498507257205,0.13812199486091348,0.23952597753807975
00160-00,0.030630839440102482,0.03252235441403109,0.0589225589225267,0.3001709146422407,0.7229437229437229,0.3657142857142857,0.30536870814421746,0.5058882816115376,0.08523266790698657
00435-00,0.0,0.018185948050335896,0.146398140975998,0.24447651094286552,0.6666666666666666,0.5599999999999999,0.47332148570113947,0.2612816882220649,0.08229950834935042
00600-00,0.0,0.024708379059021467,0.0,0.0,0.0,0.0,0.3432817386833679,0.34700903552513124,0.01059935866882961
00631-00,0.01048703597048218,0.06348640378853009,0.0,0.0,0.0,0.0,0.32438516623790825,0.5030585296914276,0.18107431956406095
00599-00,0.22256959832253292,0.025852016486339082,0.0904059040590411,0.22474754989485377,0.6928104575163399,0.4147058823529411,0.5674321621106218,0.23358307860028638,0.055544631550797835
00572-00,0.044352123154000264,0.34586844471912875,0.0655256345864102,0.33221411848216387,0.4643410852713178,0.6487980873723104,0.5761415518751639,0.23326877826094108,0.023717348382352822
00041-00,0.08969747863253667,0.0671035203167321,0.1595923330824073,0.27839688185118827,0.5023625429553265,0.6097368421052632,0.4982107498298452,0.19476424731985123,0.1547561640790329
00603-00,0.04114144880727624,0.008208834004857158,0.0,0.0,0.0,0.0,0.3038220231076536,0.34411949109529705,0.0
00083-00,0.17571682854241788,0.005528021097865519,0.1294261294261337,0.2400131728088712,0.5238095238095238,0.7999999999999999,0.333859636079245,0.14675249307151123,0.0713414155852079
00541-00,0.07044951033744708,0.13439324487971338,0.0289196447015087,0.3710702859905566,0.4751020408163265,0.6561224489795917,0.07679209773024886,0.5823014178131339,0.014773354063449934
00231-00,0.0,0.003959151278404402,0.0,0.0,0.0,0.0,0.1521700538626826,0.06322745255432588,0.9999999999999999
00380-00,0.15281109556988315,0.018304801824537496,0.0,0.0,0.0,0.0,0.35335354424492676,0.25691722827412844,0.03092987268820658
00354-00,0.0,0.0010445926154829491,0.0771929824560886,0.09130352763629455,0.0,0.0,0.38725211092833045,0.14847345712978055,0.021865698894415968
00071-00,0.17623830966966614,0.014420924603127439,0.1909633418584717,0.3812827141141633,0.3393772893772894,0.8081404032860343,0.278679354123198,0.15293428655091862,0.013496716482234222
00417-00,0.0,0.0043342009658850055,0.0,0.0,0.0,0.0,0.43831237820239466,0.13427154832047591,0.05595959144447147
00297-00,0.16045165034837727,0.014722020831104826,0.0,0.0,0.0,0.0,0.4047475997908271,0.6612779672225918,0.024098888816265537
00015-00,0.08489505309437952,0.09935779344006403,0.0,0.0,0.0,0.0,0.5993884867204237,0.2614835114651813,0.02141736135333233
00569-00,0.2891552383059032,0.060550715565750576,0.1436488583462749,0.23713161535044924,0.4655462184873949,0.6427807486631015,0.5106874952837382,0.22519874521326852,0.021600340361106075
00452-00,0.014856634291516423,0.015933008730470016,0.0,0.0,0.0,0.0,0.36896985871197,0.19168790157158844,0.1109596896620443
00388-00,0.0,0.004344765745814037,0.0,0.0,0.0,0.0,0.4923139688615153,0.11811452339440527,0.0
00208-00,0.04278710675956728,0.018710225254314063,0.0,0.0,0.0,0.0,0.28282120496723856,0.25124749921522704,0.06355884164208005
00471-00,0.13370970862364778,0.009932213730780355,0.0,0.0,0.0,0.0,0.06878673940119591,0.2560519122234811,0.06719899274554875
00515-00,0.02743460747725649,0.023180447761785346,0.0787172011661863,0.2839226935013636,0.6047619047619047,0.5242105263157895,0.360770210300547,0.5847501079369544,0.013071892652341212
00188-00,0.0,0.036702045473454015,0.0,0.0,0.0,0.0,0.28124803624504713,0.4761998899220394,0.02567628179204526
00018-00,0.04278710675956728,0.0336065649542479,0.0,0.0,0.0,0.0,0.4410710084901529,0.2766896241570787,0.07588833838627371
00342-00,0.030764868510461445,0.02878638411162747,0.1705006765899877,0.22149187687840566,0.5204872646733112,0.6034843205574912,0.2580834745653443,0.18683928308864506,0.02838699519381589
00774-00,0.041835052291844796,0.0038191679443447396,0.1951219512194691,0.3067575837048691,1.0,0.0,0.1510157962544707,0.08522833657484166,0.00478155600422294
00511-00,0.0,0.003290928947893185,0.1788079470197887,0.2423360393078397,0.0,0.0,0.2944498204827904,0.0623262442961207,0.0
00142-00,0.02931190185369141,0.03182639953620616,0.1192889672395682,0.3369282253720474,0.4338164251207729,0.7103030303030303,0.5128220755357934,0.13640428203216454,0.008848829604230073
00531-00,0.0,0.003951227693457628,0.0583333333333143,0.31239359318996385,0.0,0.0,0.5863541047921396,0.410453760809135,0.05168912572200472
00073-00,0.0891398057490985,0.0115618310348334,0.0,0.0,0.0,0.0,0.37900327574458714,0.014542247790491004,0.0050145672397225146
00312-00,0.6104838189605871,0.007634374096216093,0.1534090909091018,0.2174619175627236,0.6212121212121212,0.5454545454545453,0.04605918760954178,0.39960955458741765,0.004176970707915993
00769-00,0.21098456702108442,0.03278383271727461,0.091016421594937,0.20796676441837708,0.3859649122807017,0.8235294117647058,0.07047978662932623,0.21029406549669052,0.1695590403595773
00694-00,0.03613775908747237,0.21286843019255633,0.0,0.0,0.0,0.0,0.4604447739813048,0.13787348984522638,0.08948012906362715
00733-00,0.0,0.020878646334747696,0.0,0.0,0.0,0.0,0.41331161473068195,0.2629910714142297,0.012976640227253628
00408-00,0.033427427155911946,0.0037214437300012023,0.0,0.0,0.0,0.0,0.22673964808767938,0.182333630723761,0.00854391032506379
00730-00,0.0,0.024473312705600523,0.0812821102676202,0.23145358490275642,0.5619047619047619,0.6065934065934065,0.23664657775542766,0.4174521745408315,0.04390951235367231
00046-00,0.0,0.019725764724992177,0.0,0.0,0.0,0.0,0.4465059334142103,0.22228273996425277,0.03741211242499859
00714-00,0.016045165034837737,0.06296476777953416,0.0,0.0,0.0,0.0,0.3523500444209278,0.34900692977788106,0.10027240982269653
00216-00,0.04114144880727624,0.006861824563905694,0.0,0.0,0.0,0.0,0.29458553133173676,0.24811821154902003,0.1502216054316604
00201-00,0.0,0.01153806027999308,0.2108054358632911,0.3476577767798484,0.7222222222222222,0.4285714285714285,0.18403205257641786,0.3794783860622556,0.032753591086465465
00305-00,0.0,0.0283809606818509,0.0,0.0,0.0,0.0,0.44783436194263765,0.2724229196776479,0.04638513891422701
00491-00,0.03146110791144653,0.0035510866536455758,0.0,0.0,0.0,0.0,0.20411388535574507,0.06821449345347179,0.02203628698457782
00253-00,0.0,0.0028102314611222704,0.1250000000000089,0.44523679145094885,0.0,0.0,0.7668754702870214,0.30707976329098513,0.003079057929773072
00365-00,0.0,0.0007170844376829853,0.0,0.40191261895933733,0.0,0.0,0.36783586467549423,0.16622450671530412,0.08323165151607574
00455-00,0.07415752653415003,0.01049610885949239,0.1086807928913228,0.21295510281079008,0.319047619047619,0.6836974789915966,0.24561451811399676,0.22575607423659916,0.04098959582187033
00563-00,0.13101074436702725,0.002235771552481205,0.4937888198756549,0.26045075580489274,0.3333333333333333,0.0,0.3655442787396175,0.4417258319999354,0.10446467401755569
00179-00,0.0,0.014966331366963669,0.0,0.0,0.0,0.0,0.10764620158215588,0.574144231408239,0.0977394144860095
00131-00,0.09425962190944548,0.02094203501432188,0.0756442227763535,0.2883617568980771,0.9722222222222222,0.04285714285714284,0.252524679662994,0.538268317487627,0.007495521827266417
00458-00,0.0,0.012362113114457505,0.0,0.0,0.0,0.0,0.30597810091153005,0.4586251519767456,0.031691151138695015
00677-00,0.03310907070680802,0.15398166746562816,0.0,0.0,0.0,0.0,0.44876283451812793,0.2749193208434339,0.09965145812632364
00020-00,0.02674194172472956,0.04293394503409123,0.0,0.0,0.0,0.0,0.5730942869099153,0.27805030509260403,0.06041091035744695
00554-00,0.09779137002216536,0.11541493833470015,0.1033091202582762,0.30946941866405,0.3738762559492332,0.7763934426229507,0.15692764844902787,0.17030903854740145,0.1505833073775146
00685-00,0.06685485431182386,0.043989102429503206,0.0,0.0,0.0,0.0,0.3956539738031564,0.2319184027380551,0.13410797140464667
00013-00,0.02971326858303283,0.02982833553212816,0.0,0.0,0.0,0.0,0.33867170524669293,0.312203382691329,0.13881731107254672
00097-00,0.11382288091749639,0.013143906829205807,0.082840236686391,0.3390622680324913,0.6444444444444445,0.5333333333333333,0.3644491777760189,0.30041882963662103,0.016721653064767993
00328-00,0.035178517457242944,0.07915133122830094,0.0659062103928692,0.2987863720109518,0.4123642439431913,0.7126646403242147,0.47766199184517183,0.2041482196717771,0.13309881829421696
00213-00,0.04114144880727624,0.029108609899462914,0.0,0.0,0.0,0.0,0.3946158207513492,0.47382877596593814,0.17987940815158177
00728-00,0.0356559222996394,0.010198974423988389,0.0,0.0,0.0,0.0,0.09591332793173338,0.14035692427493057,0.29387369415717357
00757-00,0.041835052291844796,0.02506229918664401,0.0,0.0,0.0,0.0,0.3007491922615422,0.3640990225587373,0.01563346971324565
00250-00,0.0,0.009738085899584407,0.1980198019801272,0.3329366346772925,0.5833333333333334,0.6428571428571428,0.4324967060548813,0.26746382119588774,0.028865529247580353
00513-00,0.06375180660673106,0.052769755148019175,0.0792792792792797,0.286867282028572,0.5833333333333334,0.5263157894736841,0.2505162841612632,0.47718978673082146,0.04387906156507869
00238-00,0.13370970862364778,0.007989614821329762,0.1363636363635428,0.23057475678443368,0.0,0.0,0.40871916180922885,0.43097039989252606,0.07724063404384025
00278-00,0.0,0.010443284959847234,0.0,0.0,0.0,0.0,0.10254153029931705,0.44972778462752516,0.0743812469202698
00060-00,0.2005645629354716,0.012684338902292954,0.0,0.0,0.0,0.0,0.4620955179958961,0.2563700041070922,0.007200572362269247
00423-00,0.0891398057490985,0.010556856344084318,0.0,0.0,0.0,0.0,0.28936570560256697,0.42938644549817606,0.01858542609429974
00755-00,0.041835052291844796,0.004054234297765681,0.0858895705521477,0.14667029487433206,0.6666666666666666,0.7999999999999999,0.43685739881264396,0.3725898621357009,0.03980304548506156
00215-00,0.0,0.004769998137957538,0.0,0.0,0.0,0.0,0.11982550071379276,0.6604803992929188,0.01473772812488011
00688-00,0.020413695973075997,0.31998209269802036,0.0,0.0,0.0,0.0,0.35446365006638647,0.18777660061201806,0.22019639135450259
00612-00,0.0,0.017097775717645695,0.0,0.0,0.0,0.0,0.5239044375951486,0.4380180173125937,0.13900207582748575
00062-00,0.26395055572166953,0.0042906212486777525,0.1609195402298129,0.2791579120833846,0.3402298850574712,0.8482758620689654,0.46808847626915195,0.13980033051864246,0.0
00684-00,0.07454009386268926,0.10546291564155287,0.0455962587685145,0.28862079337276014,0.3759990799838997,0.7568962510897995,0.40258384618076787,0.24824295768747273,0.17112469461796517
00665-00,0.023457843618183816,0.18838191151204453,0.0,0.0,0.0,0.0,0.23908469758759637,0.2677227194769395,0.1098161246541023
00642-00,0.014754174744678376,0.1937976818231641,0.0,0.0,0.0,0.0,0.6890542765257931,0.38836612197129483,0.019761050878696756
00276-00,0.05629882468364116,0.06279176950819629,0.0,0.0,0.0,0.0,0.4802362017885949,0.2966988669249026,0.052426199100564876
00760-00,0.041835052291844796,0.022755215369641844,0.0,0.0,0.0,0.0,0.3574649034985161,0.19630322697807326,0.04124020828309761
00162-00,0.0,0.029367447007724177,0.0,0.0,0.0,0.0,0.37806348148382796,0.4137874556456386,0.0401103694641934
00692-00,0.011379549670097688,0.07510898230795542,0.0,0.0,0.0,0.0,0.32948891054379403,0.3857228517195392,0.5786228314384124
00352-00,0.0,0.00118589654703374,0.3666666666666646,0.14637096774193517,0.0,0.0,0.38403027570110465,0.13248229944340167,0.0
00093-00,0.02546851592831386,0.031080261953718345,0.0,0.0,0.0,0.0,0.35472093335514465,0.34013108831953487,0.03990600064805917
00034-00,0.0,0.007260645006226618,0.0,0.0,0.0,0.0,0.43626993198873254,0.23278695997254248,0.009500939241345194
00269-00,0.0,0.0037333291074213622,0.2537764350453095,0.2718762520438765,0.0,0.0,0.017554694381331573,0.06970705120319205,0.17183308700093078
00138-00,0.05175859688657333,0.03726990239463943,0.0,0.0,0.0,0.0,0.3825379819195253,0.2016711760227755,0.01773531456762935
00066-00,0.0,0.022373562694705595,0.0,0.0,0.0,0.0,0.44434114050752377,0.018181829173628778,0.006854757267385937
00678-00,0.012155428056695256,0.04285602978211463,0.0,0.0,0.0,0.0,0.40751248624553393,0.2051273416417993,0.06641147326336701
00237-00,0.048621712226780994,0.022477889896504778,0.0,0.0,0.0,0.0,0.33771689139409294,0.2782135626424842,0.1257041516533917
00387-00,0.060523164036668284,0.005970421257393696,0.1336515513125528,0.34674639224643033,0.6,0.5333333333333333,0.3952883085625963,0.583420526343927,0.009278242497256896
00293-00,0.06404506086499348,0.025507340541154444,0.0706806282722563,0.2777557281990652,0.6111111111111112,0.5025641025641026,0.5278425003014593,0.2764664000664521,0.01663180966768687
00582-00,0.0,0.00023374575592981288,0.0,0.33483554712207425,0.0,0.0,0.060967666202462904,0.30605791876253885,0.0
00080-00,0.048621712226780994,0.011935560124822876,0.0,0.0,0.0,0.0,0.6537977962321022,0.47462283978455283,0.0028139998685046304
00323-00,0.0891398057490985,0.011037553830855232,0.0,0.0,0.0,0.0,0.3859503887751473,0.4414130150272685,0.011434444234820963
00538-00,0.0828561589971674,0.2943558983826643,0.054555775456021,0.37409332292724046,0.5842293906810035,0.5152829190904282,0.371795503096642,0.6411880220215744,0.011888949941496496
00038-00,0.0,0.00917815256334576,0.0,0.0,0.0,0.0,0.5226139104733487,0.46259850327903523,0.014054837705300614
00613-00,0.0,0.004320994990973717,0.9127201565557108,0.5266681396376491,0.0,0.0,0.3183629870105026,0.10592111841192177,0.021151203098222805
00609-00,1.0,0.007003128495456485,0.1785507246376494,0.27548854604955575,0.7,0.6,0.4662492031870152,0.3880272545149962,0.004624435280030057
00480-00,0.14793905076464015,0.012356830724492989,0.1568627450980252,0.2545433495979032,0.8055555555555556,0.3,0.3602201558440767,0.17431180266378438,0.09573796184750687
00436-00,0.0356559222996394,0.008756881963675646,0.0,0.0,0.0,0.0,0.2065474529027456,0.3851428046230554,0.18020138483780157
00207-00,0.0,0.007681915605896732,0.1932102984734628,0.1919449160535748,0.0,0.0,0.2224211436665946,0.2575156861992833,0.0426359374619017
00639-00,0.02546851592831386,0.030746150788462736,0.0,0.0,0.0,0.0,0.36524375049993935,0.17101207754059408,0.12980092544236738
00710-00,0.02431085611339051,0.02630630202328742,0.0,0.0,0.0,0.0,0.537923644779025,0.17765912231486577,0.08014579493445426
00517-00,0.0,0.006040412924423527,0.0,0.0,0.0,0.0,0.5631251034746327,0.33366572671980543,0.0
00467-00,0.5707853947508231,0.010727213420439944,0.1363636363636461,0.4153474711270407,0.5777777777777777,0.6333333333333333,0.4177477761077359,0.48380206852070035,0.028792250310196495
00585-00,0.356559222996394,0.004240438544014855,0.1611940298506728,0.24791633231690977,0.0,0.0,0.10169310331003702,0.5027370680564472,0.006642673486385894
00275-00,0.0,0.010246515933669029,0.0,0.0,0.0,0.0,0.2521226748272027,0.16720291901398818,0.06581738947153054
00771-00,0.059063243606859946,0.018261222107330242,0.053527980535281,0.4580671323548648,0.8461538461538461,0.21818181818181814,0.36819875618032566,0.14769385909882604,0.100124143577967
00729-00,0.06976158710799012,0.00756570302667739,1.0,0.0,0.0,0.0,0.11835765056213338,0.07988785539943245,0.019946115196970437
00371-00,0.0,0.004083287442570517,0.1846689895470445,0.3784886135151675,0.0,0.0,0.3003999441001545,0.14382160613712863,0.0021863866214933965
00039-00,0.0,0.0008676325516716783,0.6585365853657811,0.5910372410175715,0.0,0.0,0.8168087976998761,0.3701287912818207,0.0
00534-00,0.0,0.02376415185286431,0.072754268745353,0.21388779126852936,0.5333333333333333,0.5986206896551723,0.2875338534836969,0.39504946651502976,0.0686735993220053
00096-00,0.02674194172472956,0.01911828987907289,0.0,0.0,0.0,0.0,0.5252352762799315,0.3378658844396875,0.014661521347255933
00389-00,0.07131184459927879,0.02511644368378029,0.0,0.0,0.0,0.0,0.6565324244573781,0.25783076087459766,0.03386938736481478
00383-00,0.2674194172472955,0.0008465029918136161,0.1181434599156142,0.2333151853364182,0.0,0.0,0.543630421433095,0.3333811134682642,0.0
00445-00,0.03209033006967547,0.04009466042816412,0.0,0.0,0.0,0.0,0.14773740834086763,0.3759132970396064,0.021513738436712112
00042-00,0.0,0.010142188731869848,0.1060209424083845,0.296602019178442,0.0,0.0,0.5469395175747697,0.41535578431411685,0.028757906919022115
00523-00,0.0,0.008245810734608765,0.0,0.0,0.0,0.0,0.3839463353748736,0.10474426928061546,0.04378907709047183
00544-00,0.06506760894088921,0.09939609076730677,0.2929232247987101,0.26709065477751526,0.40893470790378,0.7242105263157894,0.2311004251986914,0.1916487800170842,0.1601861683988773
00249-00,0.11885307433213133,0.050026874158944475,0.0,0.0,0.0,0.0,0.4188935740045642,0.35034252704085683,0.0778632185284113
00350-00,0.0,0.0013985127431054907,0.6694214876032437,0.34050179211469517,0.0,0.0,0.352089038176763,0.26591401033477485,0.0
00309-00,0.0,0.0052599398071663545,0.0228758169934646,0.2484692353643961,0.0,0.0,0.09344010007228652,0.6829616163676898,0.06884607754298834
00457-00,0.02057072440363812,0.020743945390652548,0.0,0.0,0.0,0.0,0.4282735813116128,0.3204240357979968,0.05257361836152858
00753-00,0.041835052291844796,0.014880492530040292,0.0,0.0,0.0,0.0,0.0816300077090148,0.2772954707938084,0.17701598753692152
00205-00,0.0,0.01328124896828321,0.0862022228246166,0.26930859058850704,0.3809523809523809,0.6085470085470086,0.3122219186210562,0.30351363633572215,0.010517289298327305
00157-00,0.0,0.0034586448292665537,0.0,0.0,0.0,0.0,0.6830592706365894,0.35973820201540396,0.0
